sentence	label
A.jatuh ke lantai😢😢Sering banget hp jatuh di lantai saat hp di pinjem anak dan ga mau di lepas,di pinta malah galak di kasih balon ga mau di kasih permen ga mau efek zaman now jadi anak ngerti gadget,saya coba rayu lagi agar tidak maen hp trus krn boros paketan internet dan kasihan juga anak klau kelamaan maen hp ,tetep aja anak jaman now lbh pinter dr kancil ,bisa aja ngelesnya.dan mau ga mau deh di paksa eh malah di lempar ke TV hp nya jadi rusak smua dah tuh hp dan tv nya.mau di marahin anak sndri serba slah tetep ujung ujungnya ngelus dada juga "SABAR" anak jaman now.pesan saja untuk kalian semua agar jangan di biasakn anak maen gadget/hp ya ,cukup sy aja yg ngalamin sprti ini😢😢🎁🎁	lainnya
A. Jatuh ke lantai. Kisah hp ku saat itu sekitar Juli 2016. Saat santai di sofa, hp Lumia 730 di meja posisi di pinggir dan kesenggol, jatuh tuh hp posisi layar ke bawah. Pas diambil, loh kacanya retak. Tapi masih bisa dipakai sampai sekarang. Ya meski hanya dipakai buat simpan dan olah data office.	lainnya
C. kecelakaan yang paling parah di alamin gadget saya sih , baru aja terjadi ... lagi main hp sambil tiduran ,scroll timeline ig terus hp nya jatuh kena kepala saya ... kasian hp nya 😢 #bukalapakuntukindonesia	lainnya
C. Lainnya, Hp sony m4 saya pernah terbentur iphone 4 milik saya. Yang anehnya saat iphone saya jatuh dan membentur hp sony saya yang menggunakan anti gores malah lcd hp sony saya yang hancur berkeping-keping 😂😂 sampai akhirnya hp sony saya cuma jadi kenangan di laci sekarang 😂😂	lainnya
(C. Tergiling ke dalam mesin cuci) Di suatu pagi, di hari Rabu,  ketika saya selesai mandi dan bersiap-siap untuk berangkat ke kampus, saya menyadari bahwa dompet dan handphone saya tidak berada pada tempat biasanya.  Ternyata, di malam harinya, saya lupa mengeluarkan kedua benda tersebut dari saku celana. Pagi itu, celana tersebut dan pakaian kotor lainnya sudah masuk ke dalam mesin cuci. Keduanya sudah basah terendam air. Isi dompet masih kering karena terlindung, sementara handphone saya sudah terendam air. Ketika diangkat, handphone sudah mati. <enter> Setelah dikeringkan, saya coba mengaktifkannya di sore hari sepulang dari kampus. Layarnya hidup, tapi hanya bisa melihat menu, tak ada sinyal. Tak bisa menerima atau pun menelpon. Tamat sudah riwayat handphone saya. Begitu pikir saya. <enter> Selama dua hari handphone saya tidak menyala. Saya sempat berpikir, mungkin sudah waktunya handphone tersebut diganti dengan yang baru <enter> Namun di hari ketiga, ketika saya coba mengaktifkan kembali, ternyata handphone tersebut bisa berfungsi kembali. Ia bangkit dari mati surinya. Alhamdulillah😂😂😂 #BukalapakUntukIndonesia	lainnya
(C. Tergiling ke dalam mesin cuci) Di suatu pagi, ketika saya selesai mandi dan bersiap-siap untuk berangkat ke kampus, saya menyadari bahwa dompet dan handphone saya tidak berada pada tempat biasanya. Ternyata, di malam harinya, saya lupa mengeluarkan kedua benda tersebut dari saku celana. Pagi itu, celana tersebut dan pakaian kotor lainnya sudah masuk ke dalam mesin cuci. Keduanya sudah basah terendam air. Isi dompet masih kering karena terlindung, sementara handphone saya sudah terendam air. Ketika diangkat, handphone sudah mati. <enter> Setelah dikeringkan, saya coba mengaktifkannya di sore hari sepulang dari kampus. Layarnya hidup, tapi hanya bisa melihat menu, tak ada sinyal. Tak bisa menerima atau pun menelpon. Tamat sudah riwayat handphone saya. Begitu pikir saya. <enter> Selama dua hari handphone saya tidak menyala. Saya sempat berpikir, mungkin sudah waktunya handphone tersebut diganti dengan yang baru <enter> Namun di hari ketiga, ketika saya coba mengaktifkan kembali, ternyata handphone tersebut bisa berfungsi kembali. Ia bangkit dari mati surinya. Alhamdulillah😂😂😂	lainnya
Awalnya terjadi karena ledakan besar di ruang hampa milyaran tahun lalu. ...... Eits kejauhan... Berawal ketika handphone yang ku beli ketika susah payahnya ngumpulin uang saku ketika masih SMA, you know lahh PELAJAR. Teman ku meminjam nya, saat itu handphone ku memakai Ring Holder, karena lagi trend. Dia menyematkan ring holder itu di jari nya. Dia putar2 beserta handphone nya. Well, mungkin dia anggap itu baling2 bambu. Ring nya lepas, Smartphone yang ku beli susah payahnya jatuh ke Lantai, dan seketika retak semua LCD nya. Btw, jatohnya tengkurap, posisi touchscreen di berhadapan dengan lantai. 😔 Sebetulnya aku malas menceritakan hal ini, karena aku sudah mengikhlaskan nya. Semoga saja kebaikan dari Tuhan yang membalasnya. Jadi jawabannya Adalah A. JATUH KE LANTAI #BukalapakUntukIndonesia	lainnya
C. Lainnya, jatuh ke aspal pas naik motor, langsung mati total camera depan pecah layarnya juga pecah seribu karna kebutulan gak pake pengaman hp apapun, tadinya mau service setelah tau biayanya mahal banget bisa kebeli hp 1,  aku gak jadi service, tapi aku jual bangkai sama teman cuma laku 150rb 😅padahal belinya 4jtaan katanya sih dia jual di bukalapak #spareparthpmurah, itu hp pertama dan kecelakan hp paling tragis yg pernah aku alami #bukalapakuntukindonesia	lainnya
Pernah Kedudukan sampe layarnya retak..huhuhu pdhl cicilan belum lunas..😂😂 #BukalapakUntukIndonesia	lainnya
Semua nya udh pernah di Alamin min 😭 dari mulai jatuh ke lantai, kedudukan pas di dlm tas, kecebur air , hp hilang juga pernah 😭😭 .. Btw aku sering banget beli di Bukalapak.. nahh, barusan beli coklat yang sering aku beli. Ternyata stock coklatnya habis.. terus yaaa aku batalkan pesanan dong ya... habis itu uang yang seharusnya untuk coklat td, jadi cair Ke DANA.. masalahnya nomer HP ku ganti... kartu hilang 😭 trus gmn yaaa min solusi nya.. aku tetep mau beli coklat itu di Bukalapak.. dan tetep harus verifikasi pake nomer yg ada di DANA .. aku ikut kuis sekalian minta solusi nihh.. thx u @bukalapak #BukalapakUntukIndonesia	lainnya
Wah kalo masalah gadget udah sering banget kecelakaan, mulai dari sering jatuh yg ringan, sampe yang paling parah pernah pada waktu itu sedang bawa motor sambil denger lagu pake headset dan gadget ditaruh di kantong motor bagian stang. Pas ngebut hapenya jatuh dan ketinggalan jauh, dan udah mau kelindes mobil hahaha😂😂 #BukalapakUntukIndonesia @bukalapak	lainnya
Wah kalo masalah gadget udah sering banget kecelakaan, mulai dari sering jatuh yg ringan, sampe yang paling parah pernah pada waktu itu sedang bawa motor sambil denger lagu pake headset dan gadget ditaruh di kantong motor bagian stang. Pas ngebut hapenya jatuh dan ketinggalan jauh, dan udah mau kelindes mobil hahaha😂😂 #BukalapakUntukIndonesia @bukalapak	lainnya
💙 @bukalapak	lainnya
Wah kalo masalah gadget udah sering banget kecelakaan, mulai dari sering jatuh yg ringan, sampe yang paling parah pernah pada waktu itu sedang bawa motor sambil denger lagu pake headset dan gadget ditaruh di kantong motor bagian stang. Pas ngebut hapenya jatuh dan ketinggalan jauh, dan udah mau kelindes mobil hahaha😂😂 #BukalapakUntukIndonesia @bukalapak	lainnya
Wah kalo masalah gadget udah sering banget kecelakaan, mulai dari sering jatuh yg ringan, sampe yang paling parah pernah pada waktu itu sedang bawa motor sambil denger lagu pake headset dan gadget ditaruh di kantong motor bagian stang. Pas ngebut hapenya jatuh dan ketinggalan jauh, dan udah mau kelindes mobil hahaha😂😂 #BukalapakUntukIndonesia @bukalapak	lainnya
Saya pernah pas waktu saya ketika maen PUBG tiba-tiba di depan ada semacam lobang dan hp saya terbelentang ke tengah jalan,pas saya ambil Kaca nya retak 17Helai😢 Saya disitu merasa rugi demi maen PUBG sampe gak liat jalan sama sekali, hasilnya hp ke banting dan sekarang saya udah gak maen PUBG lagi karna saya takut terulang kejadiiannya lagi..	lainnya
A. Jatuh ke lantai. Waktu itu abis isya sekitar jam 8 malemanlah, pas jamannya COC itu saya lagi WAR ke 2 diteras depan rumah, tiba2 ada yg jatoh dari atas genteng ke leher bagian belakang saya (main game sambil bungkuk) seketika saya pegang ternyata ULAT KEDONDONG (itu loh min yg gede itu lebat bulunya, bulunya yg udah nempel dileher susah dicabut alhasil dikerok nih leher pake pisau yg udah dilumurin minyak goreng) kan reflek tuh HP dilempar jadinya, udahmah hp udah retak disudut kanan atas layar ditambah kejadian ini jadi double retaknya melintang dari kiri bawah ke kanan atas dan sekarang rusak total, udah gitu kalah lagi WARnya ditambah rekan Clan yg ngomel2, trofi menurun peringkatpun menurun, pokoknya ini tuh gegara ULAT KEDONDONG 😑😑 #BukalapakUntukIndonesia	lainnya
C. Lainnya? Jatuh dari atas genteng waktu benerin antena di rumah pas lagi rusak, eh mantan telpon jadi kaget dan terjatuh #BukaKuis #BukalapakUntukIndonesia @degeavelin @rioarya21	lainnya
B. Kedudukan 😣 .. Waktu itu gue lagi praktik elektronika di sekolahan, dan gue lupa bahwa HP nya gue taruh dalam tas😨. kebetulan waktu itu tasnya gue taruh di lantai, setelah praktik kemudian gue ambil hp itu karena penting. gue kagettt 😬 kenapa LCD nya jadi beginiii😦, dan ternyata setelah gue  telusuri ternyata sebelumnya ada yang menduduki tas gue😩. Dan hp gue rusakk tidak bisa digunakan lagi...... Dan gue beli lagi HP baru dan gue pakaikan casing spigen akhirnya hp gue yang sering ketindih dan jatuh beberapa kali tetap aman dan tidak rusak🙌😎....... Dan gue berfikirr kenapa tidak dari dulu pakai casing spigen, andaikan gue dari dulu pakai casing ini pasti hp ku yang dulu tidak rusak dan tidak usah membeli hp baru lagi😖............. @bukalapak	lainnya
@fuadirz #BukalapakUntukIndonesia	lainnya
Jatuh ke lantai, dulu pernah habis makan di warung terus mau balik reflek masukin hp ke kantong baju dam ternyata ga pas masukinnya, dan hpnya jatuh ke lantai, hpnya langsung pecah dan gabisa hidup, soalnya hpnya emang ga pake case kayak gitu. Setelah dibawa ke service lumayan juga harganya, setelah dapat hp baru langsung deh beli case yg aman meskipun mahal, daripada jatuh terus langsung rusak, mending ngeluarin uang lebih daripada hp jadi taruhannya hahaha	lainnya
B. Kedudukan .. Waktu itu gue lagi praktik elektronika di sekolahan, dan gue lupa bahwa HP nya gue taruh dalam tas. kebetulan waktu itu tasnya gue taruh di lantai, setelah praktik kemudian gue ambil hp itu karena penting. gue kagettt kenapa LCD nya jadi beginiii, dan ternyata setelah gue  telusuri ternyata sebelumnya ada yang menduduki tas gue. Dan hp gue rusakk tidak bisa digunakan lagi...... Dan gue beli lagi HP baru dan gue pakaikan casing spigen akhirnya hp gue yang sering ketindih dan jatuh beberapa kali tetap aman dan tidak rusak....... Dan gue berfikirr kenapa tidak dari dulu pakai casing spigen, andaikan gue dari dulu pakai casing ini pasti hp ku yang dulu tidak rusak dan tidak usah membeli hp baru lagi............. @bukalapak	lainnya
B.  Kedudukan.. Lupa akan kehadirannya di saku belakang membuat hancur seluruh raga... Syedih gk min? @buka Lunas juga blon aduh.. Jadi nostalgia lagi deh gwe.. Sekarang gk pernah lagi min "jangan pernah jatuh ke lobang yg sama " klo ke hati yg sama kyaknya bleh deng 😂😂😂 #bukalapakuntukindonesia	lainnya
B.kedudukan 😵 lupa dengan kehadirannya membuat hati jadi hancur min.. Syedih gk?  @bukalapak sampe bengkok min padahal lunas juga blom (ipon 6 )	lainnya
@p.r.y.s.i.a yoi	lainnya
Bukan gadget aku sih. Pernah nyenggol hp orang ga dikenal di trotoar lagi padet, jatuh terus sempet kena ban depan motor lagi maju (sempet di rem, ga kelindes 100%), awalnya pasrah"wah pasti retak nih, pecah lcdnya, kelar hidup gue harus gantiin", terus diambil tu hp, udah keringet dingin aja mikirin duit yang bakal keluar buat tanggung jawab. Pas dicek syukur lah, hp dia pake gorilla glass, case armor yang anda bumpernya+shockproof. Emang tu agak remuk di bagian gorila glass+ ujung sampe tengah casenya retak, tapi hp nya MASIH NYALA DAN SEHAT! Bersyukur banget dia preventif sama hpnya, semoga hp kamu juga 😭 #BukalapakUntukIndonesia	lainnya
Naruh hp di bagasi motor yang sudah penuh, trus ga sengaja pas nutup jok motor, nutupnya terlalu keras, masih nyantai, trus aku lanjut jalan, ga nyadar kalo hp sudah ketindihan + retak layarnya... Baru nyadar pas mau ngambil hpnya, Syock men.. untungnya aku pakai tempered glass... Namun cuma bertahan sehari, esoknya hpku mati total 😭😭😭 #BukalapakUntukIndonesia	lainnya
Jatuh kelantai pernah, kedudukam pernah , nyemplung air pernah juga😂 tpi paling parah pas jatuh kelantai sih soalnya lgsg retak seribu layarnya huhu😭	lainnya
Kecelakaan yang paling parahh itu dibanting sendiri pas keadaan emosii pas lagi berantem sama pacarr kebetulan hapenya tanpa pelindung atau cassing,  dibantingnya aja engga sadar kaya ada yang nyuruh banting banting banting😢 pas Amarahnya udah ilang liat hapenya ternyata LCD nya rusakkk sumpah nyesel pake banget kenapa hape yang engga salah apa2 jadi korban🔥🔥😭😭😭😭 #bukalapakuntukindonesia	lainnya
Dipake nonton youtube dan drama korea hampir seharian, bukannya mata yg rusak tapi malah lcd hpnya yang rusak, langsung nga-nga+bergaris-garis kayak baju tahanan 😔	lainnya
Yg paling sering jatuh ke lantai,pengalaman  yg paling sedih sudah jatuh hpnya langsung mati total,dulu paling malas pake casing hp soalnya kelihatan hp tambah tebal,sekarang selalu pake casing,,biarpun ad musibah hp jatuh,minimal mengurangi resiko hp cacat atau rusak	lainnya
Waktu itu pernah jatuh karena mau nangkep ayam peliharaan saya, kebetulan posisi hp lagi dikantong, terus pas saya lagi ngerjar ayam saya karena udah waktunya masuk kandang dan saking semangatnya buat ngejar itu ayam sampe lupa klo ada hp dikantong, Alhamdulillah ayamnya ketangkep tapi hp saya yang jadi korban karena semangat saya itu, alhasil lcdnya yang kena dan harus diganti karena ulah ayam tercinta😂	lainnya
C. Lainnya . kejadiannya hp saya dimasukkan ke gelas kopi sama keponakan yang masih batita , alhasil jadi mati total. #BukalapakUntukIndonesia	lainnya
Kalo yg parah udh 2x ngalamin. Pertama entah keinjek atau kedudukan anak2, soalnya dibawah selimut, tau2 layarnya udh pecah. Yg kedua dicemplungin ke air tetesan AC sama anak bayi hampir setengah jam lah tp Alhamdulillah hape masih bisa dipakai sampe sekarang. Kalo jatuh mah udh ga keitung apalagi punya anak balita. Kecopetan juga pernah langsung 2 sekaligus karena dalam dompet hape. Kalo suami pernah sekali, jatuh ke pembuangan air di kamar mandi toilet umum 😂 #BukaLapakUntukIndonesia	lainnya
C. Lainnya. Pernah suatu pagi usai joging maksud hati mau merebahkan diri di kasur depan TV. Eh tak tahunya istri meletakkan hape ditutupin kain jadi saya tak tahu kalau di balik kain ada hape. Spontan kain pun terinjak saya termasuk hapenya tentu. Saya kira hape bakalan baik-baik saja karena di atas kasur dan tak tahunya layar pecah jadi 2 + mati lagi! Sedih banget. Coba dibawa ke beberapa tukang servis eh ternyata tak satupun yang mampu memperbaikinya. Alasannya suku cadangnya tidak ada. Akhirnya coba browsing2 barangkali ada yang bisa memperbaiki OL eh ternyata ada tapi jauh. Terpaksa hape dikirim dulu dan menunggu semingguan kemudian baru tiba kembali di rumah. Istri terpaksa meminjam hape lama adiknya selama hape diperbaiki.  #BukalapakUntukIndonesia	lainnya
B. KEDUDUKAN.  Aku naroh hp kan biasanya di saku belakang. Kan kalau makan di pabrik itu ke kanting itu juga pada buru buru  dikarnakan ngantrinya panjang banget. Dulu pas aku lagi buru buru mau ke kantin pabrik mau makan aku sengaja lari biar antrian nya gak terlalu belakang. Pas udh ambil nasi sama lauknya.. aku cari tempat duduk.. lupa kalau hp ada di saku belakang pas duduk langsung kedenger bunyinya rek..rek...rek.. baru dari situ inget ada hp disaku belakang pas di liat lCDnya pecah parah.. jadi rasa lapernya ilang langsung gak jadi makan rasanya ngenes banget.. ngedadak kenyang. Jadi males kerjanya juga langsung ijin pulang setengah hari aja ternyata penyesalan tuh datang di akhir coba hp di taroh di saku belakng pasti gak bakalan pecah.. #BukalapakUntukIndonesia	lainnya
Pengalaman sy hp ktiban genteng pd waktu lg jemur sepatu diatas genteng, jd pas mau diangkat tuh sepatu krna cuaca mendung sy langsung buru2 ambil tuh diatas genteng pk galah bambu...eh bkannya sepatunya yg ke ambil malah gentengnya yg jtuh nibanin hp sy yg sy lg pegang #bukalapakindonesia	lainnya
min @bukalapak mohon bantuanya bisa?	servis
C. Di injek2 mantan, ancurrr dah	lainnya
Min @bukalapak kapan nih rencana ada fitur #BukaRumah ?  <enter> Bukamotor & bukamobil kan sudah ada.  <enter> Saya pengn bgt Bukalapak ada fitur #Bukarumah agar anak2 milenial seperti saya yg pengn punya bukan hanya sekedar keinginan tp terwujudkan dengan bantuan dr bukalapak.	produk
C. Nyemplung ke kolam penelitian. Alhasil lcd dan IC kena. Dibawa ke tempat service abis 1jt lebihhhh. Pdahal hara hape gasampe 2jt :( demi data penting di hape. Gapapalahhhh. Andaikan hape flexib anti air yahhh, mungkin selamattt #bukalapakuntukindonesia	lainnya
Ketumpahan kopi min..pas lg ngopi di warkop sambil nobar elclasico BARCA vs MADRID, saking snengnya Messi ngegolin ke gawang Madrid tangan saya nyenggol cangkir kopi tumpah kena Hp 😁 #BukaLapakUntukIndonesia	lainnya
@p.r.y.s.i.a ayooo...Mas @rifqi_afifuddin ikutan. Kali aja ada cerita tentang "kecelakaan" gadgetnya 😁	lainnya
(C. Lainnya). JATUH KE ASPAL DAN KENA GUYURAN HUJAN DERAS. Ceritanya, waktu itu, selepas maghrib aku dan temanku menuju pasar Pedan - Klaten untuk membeli item-item yang dibutuhkan untuk acara sekolah.  Keadaan sudah mulai gerimis. Jalanan aspal yang berlubang dan penuh genangan air karena hujan pada siang harinya. Kejadian itu terjadi ketika kami dalam perjalanan pulang. Cahaya lampu motor yang tidak begitu terang membuat kami memasuki lubang yang lumayan dalam, dan ketika itulah Gadget MEIZU tersayang jatuh. Tapi itu tidak kami sadari. Sesampainya di sekolah, kami langsung fokus menyiapkan acara untuk esok hari. Hujan lebat pun turun lagi. Pukul 11 malam dekorasi selesai dan ketika itulah ketika mau ambil Hp dengan maksud buka pesan WA, ternyata Hp nya gak ada. Aah..paling di Tas, gak ada juga. Oh..tadi ke ke kantor, mungkin di kantor, eh...gak ada juga. Aduuuh... Where is my Gadget???. Jangan-jangan jatuh pas kita masuk lobang tadi? Atau jatuh disekitar situ. Wah..kalau kelindes mobil, ancur tuh hp. Udah tadi hujan deras lagi. Sontak aku dan teman ke asrama, ambil senter dan langsung tarik gas ke lokasi jalanan lobang tadi. Disana langsung celupkan tangan kedalam lobang itu, nihil. mutar 3x bolak-balik dengen senter sana-sini. Coba sekali lagi, jalan pelan-pelan. Dan ternyata...... Thanks God, Hp nya ketemuuuu..... ya Allah...gak nyangka. Hp nya tuh pas di rerumputan pas banget di pinggir aspal, jadi gak kelindes mobil. Tapi sediiiiihhhhhh, Gadgetnya sudah terbujur kaku. Kena hujan yang hampir 1 jam. Pasrah.. ya pasrah apakah Hp ini masih bisa nyala atau tidak. Esok harinya, pas hari Minggu. Meizu-nya dibawa ke Jogja untuk diservis. Alhamdulillah.... gaesss... setelah beberapa hari Hp nya masih bagus, bisa nyala lagi. Yeaayy 😊😊😊 #BukalapakUntukIndonesia #Bukalapak	lainnya
Jatuh Ke Lantai Setelah Isi Batre Karna Buru-Buru Ada Promo Toko Online. #BukaKuis	lainnya
C. Jatuh dari sepedah motor😖 <enter> Sedikit cerita nih Sob, pegalaman pahit Gue, waktu kejadian itu kalau enggak salah sekitaran pertegahan akhir tahun kemarin 2018, Gue sedikit cerita pada malam harinya dulu sebelum Hp Gue jatuh, malam harinya itu Gue juga kena sial juga Sob,  Gue kan malamnya datang ke acara..yahhh semacam Dangdutan gitu lah, terus pas Gue pulang nih pulang dari acara dangdutan, pas di jalan, gue baru sadar Sob, ternyata Dompet Gue jatuh, entah kemana,.Gue Syok betul pada waktu itu, gue berusaha untuk cari” ternata enggak ketemu, dan pagi harinya juga gue sudah berusaha cari dan hasilnya nihi Sob, <enter> Nah pas pagi harinya itu, setelah gue berusaha cari dompet gue kesana kesini dan enggak ketemu juga, dan akhirnya Gue nyerah Sob, Gue pulang naik motor, terus pas ini nih Hp Gue jatuh, Hp Gue itu kan belakang kesingnya Gue kasih perekat ubur-ubur gitu, dan saya taruh di sepido motor waktu itu, maksud Gue taruh di sepido motor tu biar nanti kalau ada kabar televon atau apa tentang dompet Gue yang hilang, Gue langsung bisa angkat gitu Sob, nah pas dijalan pulang nih, Gue kan ngebut tuh naik sepedah, saking pegelnya dompet Gue enggak ketemu” Gue ngebut bgt tuh, pas dijalan tanjakan gitu ada gundukan tanah kalau enggak salah, Gue juga lupa kalau hp Gue, Gue taruh di sepido motor, Gue tabrak ajah tuh gundukan tanah, dan akhirnya Hp Gue jatuh Sob, jatuh! Dari sepedah, hari sial banget Gue pada waktu itu Sob, dan baterai hp gue jatuh di selokan yang ada airnya nya Sob,.apess gak kalau kaya gitu, setelah sampai rumah, gue beusaha nyalain tuh hp Gue, Gue coba beberapa kali enggak nyala tuh, Gue berusaha untuk ces hp Gue dulu, dan alhamdulilahnya kok ya masih hidup Sob hp Gue, tapinya ya gitu Sob lecet lecet semua hp gue, pokonya hari sial Gue bgt waktu itu. Udah DOMPET HILANG + hp Gue jatuh. 😥 <enter> #BukalapakUntukIndonesia @Bukalapak	lainnya
C,Jatuh ke dalam wc akhirnya matot dah hpnya sampek skrg.flexibel sobek lcd pecah btrainya langsung bengkak.#BukalapakUntukIndonesia	lainnya
kecelakaan parah HP saya yaitu mencolokkan HP pakai Kabel ke speaker aktif, lalu hape saya tiba2 mati total akibat korsleting pada speaker tsb. niat mau mendengarkan musik, malah mendengarkan ceramah istri yg marah2 gara2 HP mati total. akibat kejadian itu, saya jadi trauma mendengarkan musik kalau pkai kabel disambungkan ke speaker. mending pakai bluetooth saja menyambungkan ke speaker kalau mau memutar musik... itulah pengalaman kecelakaan HP Parah yg  saya alami. #BukalapakUntukIndonesia	lainnya
Ipin 6 ane baru aja jatuh, gara2 lepas jaket hp nya ditaruh jaket <enter>  <enter> Lcd nya pecah 😭 <enter> Hari pertama kedua normal, hari ketiga layar mulai kuning, hari ke empat lcd ngangkat, hari kelima hp mulai ngrestart <enter> H+7 hp wafat	lainnya
Jatoh ke aspal pas lagi naik motor, untungnya hape jaman dulu kuat kuat tahan banting,  ga kaya hape jaman sekarang yg gampang pecah kalo jatoh 😂	lainnya
lainnya. Saya perantau. Hidup di kontrakan kejadian baru beberapa hari yg lalu. Ketika itu saya tidur bersama teman" seperantauan (muhkrim). Kemarin saya baru beli hp dari hasil tabungan saya. Alhasil saya bahagia dpt mmbeli hp idaman saya.. setelah larut malam kami pun mulai bobok syantik dgn hp berserakan.. setelah adzan subuh tiba saya bangun dengan perasaan yg gak tau gmana jelasinya. Hp saya terletak di bawah mulut teman saya dalam keada'an basah kuyup dan berbau jigong alias KERENDEM AIR LIUR. seketika itu hp saya tarik dari bawah mulut teman saya.. ketika itu ingin berkata kasar tpi takut dosa.. saya gak tau harus gmana. singkat cerita hp saya cuci dgn deterjen  sampai bersih dan alhamdulillah sampai sekarang msih saya pake sehari hari..😊🙃😎😎😎	lainnya
A. Jatuh ke lantai...sampai gambar layarnya pecah terbagi 2 😥😥 #BukalapakUntukIndonesia	lainnya
hanphone jatuh sih biasa.. kan sudah ada pelindungnya spigen armor.. yang susah itu jatuh hati.. apalagi kalau jatuh hati ama pacar orang.. hahahaha #bukalapakuntukindonesia	lainnya
Jatuh di beton jalan, biasanya hp saia kalo jatoh dilantai tuh gakenapa2, dan pas jatoh di beton kan ada semenan yg garata trus tajem2 gitu pas jatoh disitu padahal lagi posisi duduk eh gasengaja kelepas trus kena tajem2 dibeton langsung deh retak semua anjaaiii😂😂 #bukalapakuntukindonesia	lainnya
C. Lainnya? Lagi asik ngopi, eh gak taunya si hape ku tersiram air hitam hangat yang pahit (read: kopi) mungkin pengen ngopi juga kali kayak si empunya hehe #BukaKuis #BukalapakUntukIndonesia @woodeiy @wahyuekanugroho	lainnya
C. Jatuh dari tangga ,ceritanya karena keburu-buru mau masuk kelas ngelangkah ke tangga keburu-buru alhasil kaki terpeleset dan hp yang lagi aku genggam bebarengan buku-buku jatuh ngelundung kebawah dan layar hp pecah ,hp pun mati pet gak mau nyala akhirnya tunggu nabung dulu 4 bulan (mau cerita ortu takut,maklum anak perantauan)  baru bisa beli hp baru😥😖 #BukalapakUntukIndonesia @bukalapak	lainnya
C kecemplung ke air...apesss pokonya ...niat mau foto2in @sheilaon7 eh pas  ke toilet bentar hp ku kecemplung min 😂😂pas di ambil ga nyalaaaa @Bukalapak #BukalapakUntukIndonesia	lainnya
siapa yang setuju kalo posting ini banyak like? like juga dong komentar an aku hehe 😇🇮🇩	lainnya
@ivanfauziislami itu bisa dijual, sy coba test tadi, dan itu masuk ke saldo dana bang	transaksi
Saya tidak terpilih kok uang saya ada yg kembali yaa...tgl 12 tidak kembali 12rb,tanggal 13 kemarin tidak kembali 12rb lagi..	transaksi
@umienasiroh_38 gua mh udah .2x24 jam .	servis
@kinghafizm sama saya juga belum di balikin	transaksi
@ivanfauziislami wkwkwkw untung besar dong berarti ya bg 😂, eh iya bg, abg dapat berapa saldo di bukaemas nya bg?	lainnya
@bashexecutive_ cara investasinya gmn	produk
@alventbudi saldo bukaemas gbsa dibalikin ke saldo dana. Gbisa diduitin. Musti djual , prtnyaannya emas 12 rbu siapa yg mau beli dr lapak kita?  Kl gbsa dblik2in. Lama lama lupa dan udah deh jdnya sedekah ke @bukalapak . 12000x berapa ribu/ mungkin juta org  brp tuh. 🤣	misuh
Meleset trus dari awal main serbu seru..😭😭😭	lainnya
@bashexecutive_ iyaa bg, cuman nambah saldo emas setelah dijual hanya 59 perak bg 😝	lainnya
@cartika36 sabar mas.saya juga gtu 😅	lainnya
Saya dah 2 hari..dikembalikan ke buka dompet atau kemana min..klo ke buka emas cara ngeceknya gmn ya	produk
Sy beli bukaemas kok d saldo bukaemas ga ada,yg ada hanya emas dr serbu seru	produk
@bukalapak bales dm dong ka penting	servis
@aishasibuan_ iya bener mas ternyata ada pilihan unit jualnya mau berapa	lainnya
@kuy_can iya jd si saldo dana emas yg gagal itu masuk ke buka emas, disitu jual beli emas,, krn program nya kmren buka emas , ya kayak semacam investasi emas, bs dijual, nanti masuk ke saldo dana, gitu deh kira2 bang 😅	produk
Woy dana serbu gw belum di balikin juga	transaksi
Halo @bukalapak saldo bukaemas bisa di cek di mana ya	produk
Menu buka emas ada di mana	produk
@bukalapak trus saldo buka emas nya bisa biat pembelian barang apa gk?	produk
@niadah_gea wk ashiaaap	lainnya
Kenapa dana saya makin berkurang ? sdah 2 kali saya ngikuti serbu emas katanya uang kembali 100% ? Mana uda 3 x 24 jam ni? Mhn penjelasannya..	produk
Saldo saya berkurang, g kembali seutuh ya, mohon bantuan nya terimakasih	transaksi
@alventbudi lu gk salah. Emng kita lgi di bego"in.	misuh
@bukalapak min mau nanya saya dapat notif email bahwa pembayaran saya berhasil di serbuseru dan dapat emas tp pas di buka di akun buka lapak keterangan meleset tp saldo saya sdah berkurang apakah saya jg termaauk menang?	transaksi
@bashexecutive_ apakah saldonya hanya bisa di gunakan hanya untuk pembelian emas saja ? Kenapa tibatiba jadi investasi.. pengalihan dana nih @bukalapak	produk
@job_of_suberbia coba dipilih unit nya mas,Rp.59 itu untuk 0,00001 gram kalo gak salah	produk
yg menang n-max dan mio kemarin siapa ya?kok gak ada berita nya	lainnya
Wah dari 12rb jadi 11rb di saldo buka emas hahahah ngaco dah...mana yang hari ini meleset pula...tapi kenapa pas mau di jual dananya gak 11rb ya cuma ada Rp59. Ada yang sama gak nasibnya?	misuh
Hampir putus asa😭	lainnya
Padahal.. berharap tapi rejeki g pernah berpihak pada ku. Hanoi putus asa 😭	lainnya
Kenapa semuanya masuk ke saldo buka emas...saya cek juga msh kosong...sakdo abis...mw ikutan...hrus isi saldo buka dana lagi..hadehhhh	lainnya
Udh itu susah banget mau serbu nya.mencet nya juga harus berulang". Apa semua juga ngalamin seperti itu	misuh
